purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:npm/resize-observer-polyfill,resize-observer-polyfill,npm,dead,broad,0,0,vendor,,"ResizeObserver is now natively supported in all modern browsers, eliminating the need for this 7-year-old polyfill in most projects. The 533 LOC is stable and small enough to vendor for those needing legacy browser support; others should use the native API directly and drop the dependency.",llm,0.85,344170,,533,71,0,0,https://github.com/que-etc/resize-observer-polyfill
pkg:npm/simple-get,simple-get,npm,dead,broad,0,0,switch,pkg:npm/got,"Replace with got, axios, or native fetch API depending on your needs. The code is simple enough to inline (~100 lines) if minimizing dependencies matters. The unresolved advisory and 3+ year maintenance gap make staying pinned risky.",llm,0.8,342958,hpagent,1374,45,0,0,https://github.com/feross/simple-get
pkg:npm/hard-rejection,hard-rejection,npm,unknown,inlineable,0,0,accept,,"Built into Node.js 15+ (the default behavior since 2020). Dependents should upgrade their Node requirement. For projects stuck on older Node, the 5-line handler can be inlined if needed, but there's rarely a good reason to catch unhandled rejections silently anymore.",llm,0.85,338680,stream-to-promise,177,2,0,0,https://github.com/sindresorhus/hard-rejection
pkg:npm/array.prototype.findlastindex,array.prototype.findlastindex,npm,unknown,alternative,1,0,switch,,"This polyfill for Array.prototype.findLastIndex became unnecessary after the feature was standardized in ES2023 and widely implemented. Dependents can use the native feature directly for modern environments, or drop the dependency entirely for new projects.",llm,0.9,335321,@phryneas/eslint-plugin-import,662,12,0,0,https://github.com/es-shims/array.prototype.findlastindex
pkg:npm/dequal,dequal,npm,dormant,broad,1,0,accept,,"dequal is a small, dependency-free deep equality utility stable for 3.8 years. Dependents should pin the version—the cost of switching across 328k repos outweighs the risk of accepting a dormant but proven package.",llm,0.8,328554,devlop,,,,0,https://github.com/lukeed/dequal
pkg:npm/url-join,url-join,npm,dormant,broad,0,0,switch,,"The package README explicitly recommends replacing it with the native URL API or Node's path/posix module, which cover common use cases. With only 14 lines of code, vendoring is also viable if needed.",llm,0.8,325671,,14,5,0,0,https://github.com/jfromaniello/url-join
pkg:npm/get-func-name,get-func-name,npm,dormant,broad,0,0,accept,,Dormant utility with zero runtime dependencies and stable functionality. No maintenance is needed. Pin the version and leave it.,llm,0.87,325251,hybrid-chai,379,9,0,0,https://github.com/chaijs/get-func-name
pkg:npm/asn1,asn1,npm,unknown,broad,0,0,accept,,Unmaintained 4+ years but small (455 LOC) and stable. Pin the version; direct users can vendor if risk-averse.,llm,0.7,325120,sshpk,455,92,0,0,https://github.com/joyent/node-asn1
pkg:npm/memoize-one,memoize-one,npm,dormant,inlineable,0,0,vendor,,"Only 73 lines implementing a simple algorithm: cache the last function call. Copy the code into your project to eliminate external dependency risk. Zero dependencies, stable interface.",llm,0.9,324484,react-native,73,15,0,0,https://github.com/alexreardon/memoize-one
pkg:npm/mitt,mitt,npm,dormant,inlineable,0,0,vendor,,Mitt's 75-line codebase with zero dependencies is stable and feature-complete. Dependents should vendor the code directly; its minimal size makes copying it in simpler and safer than seeking a new maintainer or switching packages.,llm,0.95,321160,rrweb,75,8,0,0,https://github.com/developit/mitt
pkg:npm/json-stable-stringify,json-stable-stringify,npm,dormant,broad,0,0,switch,pkg:npm/fast-json-stable-stringify,"Dormant for a year with minimal maintainer response. fast-json-stable-stringify is a maintained drop-in replacement. For projects comfortable managing risk, pinning the version is also defensible—the core algorithm is proven.",llm,0.8,308587,fast-json-stable-stringify,857,43,0,0,https://github.com/ljharb/json-stable-stringify
pkg:npm/unbzip2-stream,unbzip2-stream,npm,dead,few-large,0,1,vendor,,"99.6% of usage funnels through decompress-tarbz2, which should vendor the 348-LOC implementation rather than rely on an unmaintained upstream. Pure JS bzip2 decompression is stable and low-risk.",llm,0.88,301650,decompress-tarbz2,348,85,0,0,https://github.com/regular/unbzip2-stream
pkg:npm/consola,consola,npm,dormant,broad,0,0,accept,,"Stable, minimal console wrapper (no runtime deps, 1.5k LOC) with 298k dependents. Pin the version; fork if a critical bug appears. Dormancy risk is low for a complete tool.",llm,0.85,298638,,1463,195,0,0,https://github.com/unjs/consola
pkg:npm/executable,executable,npm,unknown,few-large,0,0,vendor,,"Negligible codebase (39 lines of logic, no runtime dependencies) with stable, well-understood behavior; the top dependent bin-check should inline it and encourage ecosystem packages to do the same rather than propagate a chain of unmaintained packages.",llm,0.88,291583,bin-check,133,11,0,0,https://github.com/kevva/executable
pkg:npm/yargs-unparser,yargs-unparser,npm,unknown,broad,0,0,accept,,"Stable unmaintained package with 287k+ dependents; no security issues or dead transitive deps. Pin version and accept risk—no replacement available, adoption/vendoring not practical at this scale.",llm,0.78,287661,npm-audit-resolver,517,29,0,0,https://github.com/yargs/yargs-unparser
pkg:npm/unist-util-remove-position,unist-util-remove-position,npm,unknown,broad,0,0,accept,,"Only 13 lines of stable, complete code. No external behavior dependencies. Top 5 dependents are actively maintained mdast utilities that implicitly test compatibility with each Node release.",llm,0.88,286781,mdast-util-gfm-table,13,4,0,0,https://github.com/syntax-tree/unist-util-remove-position
pkg:npm/longest-streak,longest-streak,npm,dead,few-large,0,0,vendor,,276 lines with zero dependencies. The maintainers of mdast-util-math (20M downloads) should copy this into their package; others should do the same. The functionality is trivial to reimplement if needed.,llm,0.95,278360,mdast-util-math,276,5,0,0,https://github.com/wooorm/longest-streak
pkg:npm/throttleit,throttleit,npm,dormant,few-large,0,0,vendor,,"Simple throttle utility with no dependencies; 98.5% of usage is via request-progress, itself unmaintained. Code is small and stable enough that dependents should copy it rather than maintain a dependency on dormant infrastructure.",llm,0.9,277400,request-progress,363,5,0,0,https://github.com/sindresorhus/throttleit
pkg:npm/set-function-name,set-function-name,npm,dormant,few-large,0,0,accept,,"Dormant but stable—a focused 354-line utility with 97% of usage flowing through one maintained dependency (promise.prototype.finally). Pin versions and accept the risk, or vendor if concerned about supply-chain fragility.",llm,0.82,273676,promise.prototype.finally,354,6,0,0,https://github.com/ljharb/set-function-name
pkg:npm/mdast-util-to-string,mdast-util-to-string,npm,unknown,inlineable,0,0,vendor,,This stable 39-line utility hasn't been maintained in two years; vendor it into your project to eliminate supply chain risk and insulate from future mdast ecosystem evolution.,llm,0.9,270842,remark-github,39,11,0,0,https://github.com/syntax-tree/mdast-util-to-string
pkg:npm/simple-update-notifier,simple-update-notifier,npm,dead,few-large,0,0,vendor,,"Simple update notifier is dead but stable; 3+ years without changes suggests the API it depends on hasn't shifted. The 276-line codebase with a single stable dependency is trivial to copy into any project, making this the practical path for dependents.",llm,0.85,268671,@githubnext/github-copilot-cli,276,22,0,0,https://github.com/alexbrazier/simple-update-notifier
pkg:npm/%40sideway/address,@sideway/address,npm,unknown,broad,0,0,accept,,267k repos spread across many small consumers with no dominant steward. The 592-line library is stable and focused; email validation specs don't change. Pin the version and rely on its stability rather than attempting coordinated migration across the ecosystem.,llm,0.82,267540,@alita/joi,592,101,0,0,https://github.com/sideway/address
pkg:npm/%40sideway/pinpoint,@sideway/pinpoint,npm,unknown,inlineable,0,0,vendor,,This 21-line utility with zero dependencies has not been released in 5+ years. Dependents should vendor the code directly into their projects—joi users can copy it into joi or their joi fork rather than maintain this stale transitive dependency.,llm,0.85,267499,@alita/joi,21,0,0,0,https://github.com/sideway/pinpoint
pkg:npm/%40sideway/formula,@sideway/formula,npm,unknown,few-large,0,0,vendor,,"@sideway/formula hasn't been touched in 3+ years but is stable and low-risk (one advisory, 0 critical). The dominant dependent (@heliofi/solana-adapter, 79.5% of usage) should copy the 354 lines into their codebase to eliminate transitive risk for their users.",llm,0.8,267498,@heliofi/solana-adapter,354,91,0,0,https://github.com/sideway/formula
pkg:npm/homedir-polyfill,homedir-polyfill,npm,unknown,alternative,0,0,switch,,os.homedir() has been built into Node.js since version 6.17.0. This 7-year-old polyfill remains stable but serves no purpose in modern environments; use the native function instead.,llm,0.85,263971,expand-tilde,613,28,0,0,https://github.com/doowb/homedir-polyfill
pkg:npm/parse-passwd,parse-passwd,npm,unknown,few-large,0,0,vendor,,"Unmaintained for 9+ years but negligible risk: 57 lines of JS, zero dependencies, stable Unix format parsing. Inline into homedir-polyfill (99%+ of usage) and drop the dependency.",llm,0.9,263959,homedir-polyfill,527,4,0,0,https://github.com/doowb/parse-passwd
pkg:npm/limiter,limiter,npm,dormant,inlineable,0,0,vendor,,"This simple, dependency-free rate limiter (255 LOC) is stable enough to vendor. With 260k+ distributed dependents, adoption is impractical; copy the code or pin to a known-good version.",llm,0.85,260868,stream-throttle,255,41,0,0,https://github.com/jhurliman/node-rate-limiter
pkg:npm/pngjs,pngjs,npm,dead,broad,0,0,accept,,"PNG format is stable and the codebase has no dependencies or reported bugs. With 260K dependents, ecosystem-wide migration is impractical. Most projects should pin the version and accept the maintenance risk.",llm,0.85,260735,d3-geo,2000,283,0,0,https://github.com/pngjs/pngjs
pkg:npm/%40colors/colors,@colors/colors,npm,dormant,few-large,0,0,switch,pkg:npm/chalk,"cli-table3 (115M downloads, 96.9% of transitive usage) should switch to chalk, the actively maintained standard for console coloring. Other dependents can do the same or accept and pin the version if current behavior suits them.",llm,0.85,255801,cli-table3,580,80,0,0,https://github.com/dabh/colors.js
pkg:npm/string-argv,string-argv,npm,dormant,broad,0,0,vendor,,String-to-argv parser is small enough (~100 LOC of actual logic) to inline directly into test utilities. Dependents should copy the parsing function rather than carry an abandoned dependency.,llm,0.8,250580,cucumber,405,11,0,0,https://github.com/mccormicka/string-argv
pkg:npm/mkdirp-classic,mkdirp-classic,npm,unknown,inlineable,0,0,switch,,mkdirp-classic wraps mkdir functionality that's built into Node.js as fs.mkdir({recursive: true}) since 10.12.0. Dependents should switch to the native API rather than maintain a 123-line dependency.,llm,0.92,248497,prebuildify,123,24,0,0,https://github.com/mafintosh/mkdirp-classic
pkg:npm/zwitch,zwitch,npm,unknown,few-large,0,0,adopt,,"Zwitch is a tiny, stable dispatch utility critical to the unist/remark ecosystem (98.5% from unist-util-select). The unist maintainers should take formal ownership to keep the ecosystem organized and ensure compatibility as Node.js evolves.",llm,0.92,248296,unist-util-select,376,5,0,0,https://github.com/wooorm/zwitch
pkg:npm/eventemitter2,eventemitter2,npm,unknown,broad,0,0,accept,,"EventEmitter2 has been stable for 3.6 years with zero runtime deps and 1.3k LOC. At 239k dependents, coordinated migration is impractical; pin the version and accept the risk.",llm,0.72,239949,@pm2/js-api,1346,359,0,0,https://github.com/hij1nx/eventemitter2
pkg:npm/node-dir,node-dir,npm,dormant,broad,0,0,switch-piecemeal,,Unmaintained since 2017. Directory operations are covered by Node.js fs built-ins and maintained packages like glob; migrate to reduce risk of relying on unsupported code.,llm,0.7,239026,@serverless/dashboard-plugin,,,,0,https://github.com/fshost/node-dir
pkg:npm/request-progress,request-progress,npm,unknown,broad,0,0,switch-piecemeal,,"Progress wrapper around the dead `request` library. Dependents migrating off `request` will use their new HTTP client's native progress events (`axios`, `got`, etc.); no single drop-in replacement.",llm,0.85,238036,phantomjs-prebuilt,511,19,0,0,https://github.com/indigounited/node-request-progress
pkg:npm/detect-port,detect-port,npm,dormant,broad,0,0,accept,,detect-port is dormant but functional with 232 LOC and minimal dependencies. Dependents should pin the version; larger users could vendor the code if needed.,llm,0.75,237944,gatsby-recipes,232,42,0,0,https://github.com/node-modules/detect-port
pkg:npm/copy-anything,copy-anything,npm,dead,broad,1,0,switch,pkg:npm/lodash,Deep-clone utility distributed across 237k repos with no steward. Small enough to inline but cleaner for broad consolidation: use native structuredClone for modern targets or migrate to lodash.clonedeep.,llm,0.7,237192,superjson-cjs,43,11,0,0,https://github.com/mesqueeb/copy-anything
pkg:npm/expand-template,expand-template,npm,unknown,inlineable,0,0,vendor,,The entire package is 84 lines with zero runtime dependencies. Dependents—especially the prebuild-install forks that drive 81% of usage—can copy the function inline and drop the dependency.,llm,0.95,237089,@mmomtchev/prebuild-install,168,0,0,0,https://github.com/ralphtheninja/expand-template
pkg:npm/github-from-package,github-from-package,npm,unknown,few-large,0,0,accept,,"Unmaintained for 13 years but fundamentally stable: zero runtime dependencies, trivial GitHub URL extraction logic, no security surface. Prebuild (89% of usage) and other dependents should pin the version.",llm,0.85,235247,prebuild,,,,0,https://github.com/substack/github-from-package
pkg:npm/prebuild-install,prebuild-install,npm,dead,alternative,1,2,switch,pkg:npm/node-gyp-build,Maintainers recommend switching to node-gyp-build paired with prebuildify; see issue #216 for migration. Archive status and dead transitive deps make this urgent across 234k dependent repos.,llm,0.9,234302,keytar,3732,113,0,0,https://github.com/prebuild/prebuild-install
pkg:npm/set-function-length,set-function-length,npm,dormant,few-large,0,0,vendor,,"Small (511 LOC), stable utility for function metadata manipulation with no dead dependencies. Large dependents should inline to eliminate risk. Dormant status is lower-risk than active maintenance for a stable API.",llm,0.85,232877,000guess,511,36,0,0,https://github.com/ljharb/set-function-length
pkg:npm/dargs,dargs,npm,dormant,broad,0,0,accept,,"Small, dependency-free utility with stable surface. Dormant for 1164 days but suitable for version pinning across 230k+ dependents; vendor locally only if your project actively maintains the spawned CLI calls.",llm,0.9,230429,cypress-cucumber-preprocessor,524,28,0,0,https://github.com/sindresorhus/dargs
pkg:npm/%40cspotcode/source-map-support,@cspotcode/source-map-support,npm,dormant,few-large,0,0,vendor,,ts-node accounts for 99.7% of downloads; the code is small (2.4k lines) and core to ts-node's value. Vendoring into ts-node eliminates a dormant dependency from an actively maintained tool.,llm,0.9,228291,ts-node,2442,191,0,0,https://github.com/cspotcode/node-source-map-support
pkg:npm/is-builtin-module,is-builtin-module,npm,dormant,broad,0,0,switch,,"Node.js provides a native module.isBuiltin() API that replaces this package's functionality. Since is-builtin-module uses a static list, it falls behind Node updates anyway; the built-in method is always current.",llm,0.95,222876,@supabase/node-fetch,145,2,0,0,https://github.com/sindresorhus/is-builtin-module
pkg:npm/postgres-bytea,postgres-bytea,npm,unknown,few-large,0,0,vendor,,pg-core drives 98% of the 221k dependents; vendoring the 286-line bytea codec directly eliminates an unmaintained dependency for stable protocol code.,llm,0.87,221750,pg-core,286,20,0,0,https://github.com/bendrucker/postgres-bytea
pkg:npm/postgres-array,postgres-array,npm,dormant,few-large,0,0,accept,,"Small, stable PostgreSQL array parser with zero runtime dependencies. Snaplet dominates usage (54%) and could maintain if needed. Safe to pin.",llm,0.85,221736,snaplet,318,22,0,0,https://github.com/bendrucker/postgres-array
pkg:npm/postgres-date,postgres-date,npm,dormant,few-large,0,0,adopt,,Dormant but stable. Adopt into pg-core (the dominant dependent) to consolidate maintenance. The 451-line parser is too narrow and too widely relied upon to vendor across projects.,llm,0.8,221734,pg-core,451,61,0,0,https://github.com/bendrucker/postgres-date
pkg:npm/postgres-interval,postgres-interval,npm,dormant,few-large,0,0,vendor,,"pg-core accounts for 73% of usage of this 530-line, dependency-free parser. Vendoring into pg-core would significantly reduce ecosystem dependencies; other dependents can follow suit or accept the stable, unchanging code.",llm,0.85,221734,pg-core,530,69,0,0,https://github.com/bendrucker/postgres-interval
pkg:npm/pgpass,pgpass,npm,unknown,few-large,0,0,vendor,,pgpass parses PostgreSQL .pgpass credential files (197 lines). Already bundled in pg.js and pg-core which drive most usage; other dependents should vendor the code or migrate to those packages.,llm,0.88,221398,pg.js,197,36,0,0,https://github.com/hoegaarden/pgpass
pkg:npm/expand-tilde,expand-tilde,npm,unknown,broad,0,0,vendor,,Expand-tilde is only 29 lines of JavaScript. Dependents should inline the tilde-expansion logic (or use os.homedir() + string slicing) rather than carry a nine-year-old unmaintained dependency.,llm,0.95,220465,resolve-dir,304,3,0,0,https://github.com/jonschlinkert/expand-tilde
pkg:npm/napi-build-utils,napi-build-utils,npm,dormant,few-large,0,0,vendor,,"With 413 LOC and zero runtime dependencies, napi-build-utils is small enough for consumers like prebuild to inline. The Node-API compatibility checking logic hasn't required updates in 467+ days, making vendoring preferable to depending on a dormant package.",llm,0.8,218199,prebuild,413,45,0,0,https://github.com/inspiredware/napi-build-utils
pkg:npm/pidtree,pidtree,npm,dead,inlineable,0,0,vendor,,Only 208 LOC and zero runtime dependencies; all dependents can inline pidtree's process tree discovery. No actively maintained alternative exists.,llm,0.95,217488,npm-run-all,208,33,0,0,https://github.com/simonepri/pidtree
pkg:npm/unist-util-position,unist-util-position,npm,unknown,inlineable,0,0,vendor,,The package is unmaintained (last commit 1026d ago) but too trivial to matter—30 lines with no runtime deps. Dependents should vendor the code into their own modules rather than carry the dependency.,llm,0.85,213048,mdast-util-to-nlcst,30,7,0,0,https://github.com/syntax-tree/unist-util-position
pkg:npm/es6-error,es6-error,npm,unknown,inlineable,0,0,vendor,,Copy the 28-line implementation into your codebase. Modern JavaScript handles Error extension natively with Error.captureStackTrace; the package has been unmaintained for 8 years.,llm,0.95,213014,release-zalgo,28,1,0,0,https://github.com/bjyoungblood/es6-error
pkg:npm/archiver,archiver,npm,dormant,broad,0,2,vendor,,"Archiver's small, stable codebase makes vendoring practical. Dependents should resolve the 2 dead transitive dependencies when they intake the code.",llm,0.82,211924,,792,141,0,0,https://github.com/archiverjs/node-archiver
pkg:npm/requireindex,requireindex,npm,unknown,inlineable,0,0,accept,,"Requireindex is 106 lines of pure JavaScript with zero dependencies and hasn't needed maintenance in 7+ years. Dependents can safely keep it pinned indefinitely, or vendor it if they prefer to drop the dependency.",llm,0.9,210518,,215,13,0,0,https://github.com/stephenhandley/requireindex
pkg:npm/mdast-util-definitions,mdast-util-definitions,npm,unknown,few-large,0,0,vendor,,remark-inline-links (91% of dependent share) should vendor the 21-line utility to unblock breaking changes. Code is small enough for other consumers to follow suit.,llm,0.9,209345,remark-inline-links,21,5,0,0,https://github.com/syntax-tree/mdast-util-definitions
pkg:npm/pg-int8,pg-int8,npm,unknown,inlineable,0,0,vendor,,This 171-line PostgreSQL int8 conversion utility has zero dependencies and hasn't been maintained in 8+ years; dependents should vendor the code directly rather than rely on an unmaintained package.,llm,0.88,204798,dl-commons,171,9,0,0,https://github.com/charmander/pg-int8
pkg:npm/filter-obj,filter-obj,npm,dead,few-large,0,0,vendor,,"This 343-line utility with zero runtime dependencies is safe to inline. Since 71% of usage flows through fullname, that package should vendor the code and remove the transitive dependency.",llm,0.95,201966,fullname,343,11,0,0,https://github.com/sindresorhus/filter-obj
pkg:npm/zip-stream,zip-stream,npm,dead,few-large,0,0,vendor,,archiver-zip-encrypted and other direct dependents should vendor the 984-line streaming zip library. It's stable and self-contained; inlining it removes the unmaintained dependency without loss of control.,llm,0.85,200993,archiver-zip-encrypted,984,58,0,0,https://github.com/archiverjs/node-zip-stream
pkg:npm/graphql-tag,graphql-tag,npm,unknown,broad,0,0,accept,,"Tiny codebase (551 LOC, low complexity) that wraps the maintained graphql library. Safe to pin—no native code, no complex internals, well-tested before dormancy. Universal migration to a single alternative is not practical for 200k+ dependents; projects can vendor if needed.",llm,0.8,200572,,551,37,0,0,https://github.com/apollographql/graphql-tag
pkg:npm/crc32-stream,crc32-stream,npm,dormant,few-large,0,1,vendor,,74-line utility that wraps crc-32 in a Transform stream. Archiver-zip-encrypted should inline it; the code is stable and inlining removes a dormant dependency with minimal effort.,llm,0.85,200382,archiver-zip-encrypted,74,5,0,0,https://github.com/archiverjs/node-crc32-stream
pkg:npm/compress-commons,compress-commons,npm,dormant,few-large,0,1,vendor,,"archiver-zip-encrypted accounts for 99.7% of usage; at 885 LOC this is small enough to vendor into that package, breaking the dependency on unmaintained code.",llm,0.85,199739,archiver-zip-encrypted,885,60,0,0,https://github.com/archiverjs/node-compress-commons
pkg:npm/deprecation,deprecation,npm,dormant,inlineable,0,0,vendor,,Copy the 12-line deprecation class into your codebase. Last release was seven years ago; inlining eliminates the external maintenance risk entirely.,llm,0.95,199600,react-native-hijri-test,12,1,0,0,https://github.com/gr2m/deprecation
pkg:npm/tunnel,tunnel,npm,dead,inlineable,1,0,vendor,,The implementation is 221 lines with zero dependencies—straightforward to copy into your codebase. Supporting 197K dependent repos alone isn't viable; vendoring the code shifts maintenance risk entirely to the consuming project.,llm,0.85,197917,@azure/ms-rest-js,221,24,0,0,https://github.com/koichik/node-tunnel
pkg:npm/is-nan,is-nan,npm,dormant,few-large,0,0,accept,,"Dormancy reflects completion, not risk. Used primarily as a transitive dep in buffer/assert. The spec-compliant shim is stable and requires no maintenance; pin the version indefinitely.",llm,0.85,195058,buffer,359,3,0,0,https://github.com/es-shims/is-nan
pkg:npm/v8-compile-cache-lib,v8-compile-cache-lib,npm,unknown,broad,0,0,accept,,"Unmaintained for 4 years but wraps a stable Node API with zero runtime dependencies, limiting supply chain risk. Most 191k dependents use it transitively and can't act independently; direct consumers should pin the version and accept the risk.",llm,0.75,191646,ts-node,1095,51,0,0,https://github.com/cspotcode/v8-compile-cache-lib
pkg:npm/compare-func,compare-func,npm,dormant,broad,0,0,switch,pkg:npm/sort-on,"With 190,290 dependent repos and 571 days since the last commit, this small sorting utility has become unmaintained infrastructure for a massive ecosystem. Sort-on, maintained by Sindre Sorhus, provides equivalent functionality with active maintenance.",llm,0.8,190290,@ckeditor/ckeditor5-dev-env,250,8,0,0,https://github.com/stevemao/compare-func
pkg:npm/mri,mri,npm,dead,inlineable,0,0,vendor,,"100-line argument parser in a single file with no dependencies. For most projects, copying these lines directly into the codebase is simpler than maintaining an external dead package.",llm,0.88,189367,sade,100,48,0,0,https://github.com/lukeed/mri
pkg:npm/linkify-it,linkify-it,npm,dormant,broad,0,1,vendor,,"Extremely small codebase (97 LOC, one file, minimal complexity) makes vendoring the safest path—dependents can inline the code and eliminate the dead transitive dependency in one move.",llm,0.8,183102,react-linkify,97,1,0,0,https://github.com/markdown-it/linkify-it
pkg:npm/uc.micro,uc.micro,npm,dead,inlineable,0,0,vendor,,"Unmaintained Unicode data proxy for markdown-it (no commits in 2+ years). At 221 lines with zero runtime dependencies, projects should inline this code and drop the dependency.",llm,0.85,183054,@cosmicmedia/markdown-it,221,0,0,0,https://github.com/markdown-it/uc.micro
pkg:npm/aws-sdk,aws-sdk,npm,dead,alternative,1,0,switch,,AWS SDK v2 reached end-of-support September 2025. AWS SDK v3 is actively maintained and provides equivalent functionality; use aws-sdk-js-codemod to automate migration.,llm,0.95,181897,,15776,2646,0,1,https://github.com/aws/aws-sdk-js
pkg:npm/is-text-path,is-text-path,npm,dormant,inlineable,0,0,vendor,,Copy the simple extension-checking logic directly into your project rather than depend on a dormant package.,llm,0.95,180939,@marionebl/conventional-commits-parser,108,0,0,0,https://github.com/sindresorhus/is-text-path
pkg:npm/text-extensions,text-extensions,npm,dormant,broad,0,0,accept,,Stable data-only package with no runtime dependencies and no maintained alternative. Pin the version and accept the dormancy risk given the minimal surface area and 180k+ dependent repos.,llm,0.75,180930,is-text-path,430,0,0,0,https://github.com/sindresorhus/text-extensions
pkg:npm/archiver-utils,archiver-utils,npm,dead,few-large,0,1,vendor,,archiver-zip-encrypted accounts for 98.4% of dependents; it should vendor the 781-line archiver-utils codebase and drop the dependency. This eliminates the dead-upstream problem for the ecosystem's dominant consumer in one move.,llm,0.85,180429,archiver-zip-encrypted,781,49,0,0,https://github.com/archiverjs/archiver-utils
pkg:npm/netmask,netmask,npm,dormant,broad,0,0,accept,,"A small, stable CIDR library that's essentially feature-complete (last release 5 years ago). Pin versions to manage the two advisories; for critical infrastructure, fork if upstream doesn't patch quickly.",llm,0.8,177363,private-ip,430,165,0,0,https://github.com/rs/node-netmask
pkg:npm/better-opn,better-opn,npm,dormant,inlineable,0,0,vendor,,Dormant micro-package with only 2 lines of code and no updates in over 4 years. Dependents should copy the functionality directly into their projects.,llm,0.8,177303,xdl,2,0,0,0,https://github.com/exiasr/better-opn
pkg:npm/findup-sync,findup-sync,npm,unknown,broad,0,2,accept,,"Stable 4+ years without maintenance. 728 lines, no native code—safe to pin. Broad distribution makes wholesale replacement inefficient; teams can vendor locally if needed.",llm,0.8,176740,find-node-modules,728,15,0,0,https://github.com/gulpjs/findup-sync
pkg:npm/snake-case,snake-case,npm,dormant,broad,0,0,switch,pkg:npm/lodash,"170k repos depend on this small, dormant string utility. Switch to lodash.snakeCase (included in maintained lodash) or inline the straightforward case transformation logic.",llm,0.87,170439,@svgr/core,1503,72,0,0,https://github.com/blakeembrey/change-case
pkg:npm/cacheable-lookup,cacheable-lookup,npm,dead,broad,0,0,accept,,Stable DNS cache with no runtime dependencies and 168k+ dependents. No maintained alternative exists; Keyv and QuickLRU both degrade performance or change behavior significantly. Pin the version and accept the minimal risk.,llm,0.88,168825,got-cjs,1534,110,0,0,https://github.com/szmarczak/cacheable-lookup
pkg:npm/google-auth-library,google-auth-library,npm,dead,broad,1,3,switch,,Repository archived with content consolidated into google-cloud-node. 165K dependents must migrate to the maintained monorepo location; recent maintainer activity indicates transitional support but not long-term standalone development.,llm,0.85,165330,google-auto-auth,508733,97802,0,0,https://github.com/googleapis/google-cloud-node-core
pkg:npm/crypto-js,crypto-js,npm,dead,kitchen-sink,0,0,switch-piecemeal,,"Explicitly discontinued library with 11K+ dependents spanning Node and browser. Maintainers recommend migrating to native crypto module (available since Node 10.x and all modern browsers). Dependents use different slices (SHA/HMAC, AES, etc.) requiring multiple replacements based on use case.",llm,0.88,163892,,3637,279,0,0,https://github.com/brix/crypto-js
pkg:npm/upper-case-first,upper-case-first,npm,dormant,inlineable,0,0,vendor,,"The largest dependent, raml-1-parser (57.8% of usage), is deprecated and directs users to webapi-parser. The package's sole functionality—capitalizing a string's first letter—is simple to inline locally, making it safer to vendor the implementation than rely on unmaintained code.",llm,0.95,163667,raml-1-parser,1503,72,0,0,https://github.com/blakeembrey/change-case
pkg:npm/detect-file,detect-file,npm,unknown,few-large,0,0,vendor,,"Unmaintained since 2018. At 407 LOC with zero dependencies, findup-sync (which accounts for ~99% of usage) should inline the file-detection logic rather than depend on this package.",llm,0.95,162245,findup-sync,407,14,0,0,https://github.com/doowb/detect-file
pkg:npm/github-slugger,github-slugger,npm,dormant,broad,0,0,accept,,"No runtime dependencies and focused, stable functionality make this safe to pin. At 642 dependent packages, vendoring would fragment the ecosystem; collective adoption or a fork become viable only if GitHub's heading algorithm changes.",llm,0.85,160640,rehype-slug,833,21,0,0,https://github.com/flet/github-slugger
pkg:npm/totalist,totalist,npm,unknown,few-large,0,0,vendor,,"Unmaintained for 3+ years, but trivial (40 LOC directory traversal, zero dependencies). uvu drives 98.7% of usage and could inline it easily. For other dependents, copying the code is simpler than managing the dependency.",llm,0.95,160599,uvu,40,1,0,0,https://github.com/lukeed/totalist
pkg:npm/gcp-metadata,gcp-metadata,npm,dead,few-large,1,2,switch,,Google consolidated this infrastructure package into google-cloud-node. The top dependent (google-auto-auth) is 71% of usage; official Google libraries will migrate automatically. Direct consumers should follow the migration guide to the new location.,llm,0.95,159965,google-auto-auth,508733,97802,0,0,https://github.com/googleapis/google-cloud-node-core
pkg:npm/webpack-virtual-modules,webpack-virtual-modules,npm,dormant,broad,0,0,accept,,Stable webpack plugin with minimal surface area and no transitive risk. Pinning the version across broad dependent base is the standard pattern for dormant build infrastructure.,llm,0.73,159121,@storybook/builder-webpack4,612,108,0,0,https://github.com/sysgears/webpack-virtual-modules
pkg:npm/crc-32,crc-32,npm,dead,broad,0,0,switch,,"CRC-32 is a mathematically stable algorithm with no security implications. Switching to a maintained CRC library is advisable, but pinning this version is also defensible given stability; with 157k dependents, many will likely do the latter.",llm,0.8,157349,cfb,8904,609,0,0,https://github.com/sheetjs/js-crc32
pkg:npm/%40polka/url,@polka/url,npm,dormant,few-large,0,0,accept,,"@polka/url is a 4.7k LOC utility dominated by Polka (99.9% of usage). With zero runtime dependencies and a small, stable codebase, it's safe to pin despite dormancy.",llm,0.85,157279,polka,4784,142,0,0,https://github.com/lukeed/polka
